kelas,slot,mapel,guru
1,1,7,37
1,2,7,37
1,3,7,37
1,4,9,38
1,5,9,38
1,6,8,17
1,7,8,17
1,8,11,37
1,9,11,37
1,10,3,29
1,11,3,29
1,12,13,53
1,13,13,53
1,14,5,48
1,15,5,48
1,16,4,19
1,17,4,19
1,18,2,39
1,19,2,39
1,20,12,55
1,21,12,55
1,22,12,55
1,23,4,19
1,24,4,19
1,25,6,2
1,26,6,2
1,27,6,2
1,28,5,48
1,29,5,48
1,30,3,29
1,31,3,29
1,32,3,29
1,33,1,39
1,34,1,39
1,35,10,48
1,36,10,48
2,1,1,39
2,2,1,39
2,3,3,29
2,4,3,29
2,5,3,29
2,6,4,47
2,7,4,47
2,8,6,44
2,9,6,44
2,10,6,44
2,11,5,48
2,12,5,48
2,13,5,48
2,14,5,48
2,15,12,51
2,16,12,51
2,17,12,51
2,18,10,31
2,19,10,31
2,20,4,47
2,21,4,47
2,22,9,38
2,23,9,38
2,24,13,53
2,25,13,53
2,26,2,33
2,27,2,33
2,28,7,37
2,29,7,37
2,30,7,37
2,31,8,17
2,32,8,17
2,33,3,29
2,34,3,29
2,35,11,37
2,36,11,37
3,1,4,19
3,2,4,19
3,3,1,39
3,4,1,39
3,5,5,27
3,6,5,27
3,7,3,22
3,8,3,22
3,9,3,22
3,10,13,53
3,11,13,53
3,12,11,43
3,13,11,43
3,14,5,27
3,15,5,27
3,16,4,19
3,17,4,19
3,18,10,16
3,19,10,16
3,20,6,44
3,21,6,44
3,22,6,44
3,23,7,21
3,24,7,21
3,25,7,21
3,26,8,17
3,27,8,17
3,28,9,38
3,29,9,38
3,30,12,51
3,31,12,51
3,32,12,51
3,33,2,33
3,34,2,33
3,35,3,22
3,36,3,22
4,1,11,43
4,2,11,43
4,3,3,36
4,4,3,36
4,5,7,21
4,6,7,21
4,7,7,21
4,8,10,31
4,9,10,31
4,10,8,17
4,11,8,17
4,12,1,39
4,13,1,39
4,14,5,27
4,15,5,27
4,16,3,36
4,17,3,36
4,18,3,36
4,19,13,53
4,20,13,53
4,21,9,42
4,22,9,42
4,23,2,45
4,24,2,45
4,25,4,47
4,26,4,47
4,27,6,2
4,28,6,2
4,29,6,2
4,30,12,51
4,31,12,51
4,32,12,51
4,33,5,27
4,34,5,27
4,35,4,47
4,36,4,47
5,1,13,53
5,2,13,53
5,3,4,47
5,4,4,47
5,5,7,21
5,6,7,21
5,7,7,21
