iterasi,method,best,avg
0,GA,19670,21805.2
1,GA,19575,20907.9
2,GA,19035,19881.2
3,GA,18220,19462.2
4,GA,17790,18812.8
5,GA,17710,18184.8
6,GA,17580,17821.7
7,GA,17500,17685.2
8,GA,17480,17609.1
9,GA,17435,17536.9
10,GA,17380,17479.3
11,GA,17325,17425.2
12,GA,17245,17357.8
13,GA,17165,17295.0
14,GA,17105,17252.5
15,GA,17010,17183.3
16,GA,16900,17094.2
17,GA,16890,16993.4
18,GA,16800,16910.3
19,GA,16720,16850.9
20,GA,16580,16774.0
21,GA,16550,16675.3
22,GA,16490,16583.5
23,GA,16480,16544.3
24,GA,16390,16504.8
25,GA,16300,16436.4
26,GA,16240,16375.6
27,GA,16130,16293.9
28,GA,16120,16219.3
29,GA,16040,16140.9
30,GA,15950,16077.9
31,GA,15780,16015.2
32,GA,15700,15907.9
33,GA,15610,15798.4
34,GA,15595,15698.8
35,GA,15520,15629.3
36,GA,15435,15574.2
37,GA,15335,15489.3
38,GA,15335,15440.6
39,GA,15245,15362.5
40,GA,15165,15272.2
41,GA,15155,15228.7
42,GA,15055,15186.6
43,GA,14965,15128.2
44,GA,14875,15037.0
45,GA,14795,14941.8
46,GA,14725,14844.0
47,GA,14715,14802.8
48,GA,14545,14753.5
49,GA,14545,14633.6
50,GA,14445,14564.3
51,GA,14365,14506.6
52,GA,14295,14443.4
53,GA,14205,14373.6
54,GA,14125,14312.8
55,GA,14035,14220.5
56,GA,14035,14154.8
57,GA,13945,14068.0
58,GA,13845,14026.3
59,GA,13845,13954.0
60,GA,13765,13889.1
61,GA,13745,13839.9
62,GA,13695,13781.9
63,GA,13615,13753.9
64,GA,13605,13703.7
65,GA,13525,13630.0
66,GA,13435,13579.2
67,GA,13295,13528.6
68,GA,13215,13440.2
69,GA,13215,13363.9
70,GA,13215,13254.2
71,GA,13215,13255.5
72,GA,13215,13236.2
73,GA,13105,13230.8
74,GA,13105,13206.8
75,GA,13015,13130.5
76,GA,12920,13108.4
77,GA,12910,13031.7
78,GA,12820,12928.3
79,GA,12810,12908.4
80,GA,12720,12844.4
81,GA,12720,12809.3
82,GA,12620,12758.2
83,GA,12540,12724.3
84,GA,12530,12615.1
85,GA,12460,12560.6
86,GA,12440,12525.8
87,GA,12370,12479.8
88,GA,12290,12434.2
89,GA,12170,12351.3
90,GA,12150,12276.1
91,GA,12130,12186.6
92,GA,12030,12159.6
93,GA,11940,12109.2
94,GA,11930,12019.5
95,GA,11920,11958.0
96,GA,11910,11945.3
97,GA,11900,11942.8
98,GA,11900,11935.6
99,GA,11810,11927.3
100,GA,11810,11898.0
101,GA,11790,11856.0
102,GA,11700,11849.2
103,GA,11660,11804.6
104,GA,11570,11742.8
105,GA,11570,11674.8
106,GA,11550,11627.4
107,GA,11550,11586.7
108,GA,11530,11571.4
109,GA,11530,11559.3
110,GA,11530,11560.1
111,GA,11520,11551.8
112,GA,11510,11555.4
113,GA,11500,11547.8
114,GA,11500,11536.2
115,GA,11500,11534.0
116,GA,11430,11514.6
117,GA,11430,11510.1
118,GA,11430,11470.7
119,GA,11430,11457.8
120,GA,11350,11454.2
121,GA,11350,11433.7
122,GA,11330,11397.7
123,GA,11330,11366.0
124,GA,11330,11355.8
125,GA,11330,11354.8
126,GA,11320,11350.3
127,GA,11220,11354.0
128,GA,11220,11333.6
129,GA,11210,11272.8
130,GA,11120,11234.0
131,GA,11020,11187.5
132,GA,11020,11093.3
133,GA,11010,11043.9
134,GA,11010,11054.2
135,GA,10940,11042.9
136,GA,10940,11022.6
137,GA,10940,10989.7
138,GA,10850,10966.6
139,GA,10850,10945.6
140,GA,10850,10893.8
141,GA,10850,10887.4
142,GA,10850,10881.2
143,GA,10850,10872.9
144,GA,10850,10877.5
145,GA,10850,10873.0
146,GA,10850,10880.0
147,GA,10850,10885.6
148,GA,10850,10878.3
149,GA,10850,10875.0
150,GA,10850,10877.8
151,GA,10850,10871.6
152,GA,10750,10856.5
153,GA,10750,10858.9
154,GA,10750,10811.2
155,GA,10730,10786.8
156,GA,10710,10766.9
157,GA,10710,10747.5
158,GA,10710,10742.0
159,GA,10710,10727.0
160,GA,10690,10735.0
161,GA,10680,10732.6
162,GA,10680,10711.3
163,GA,10680,10701.1
164,GA,10680,10705.3
165,GA,10680,10702.5
166,GA,10680,10695.6
167,GA,10680,10699.3
168,GA,10665,10706.6
169,GA,10665,10705.6
170,GA,10645,10694.7
171,GA,10645,10690.5
172,GA,10645,10686.4
173,GA,10645,10673.3
174,GA,10635,10672.5
175,GA,10635,10662.5
176,GA,10635,10659.2
177,GA,10555,10649.9
178,GA,10555,10644.8
179,GA,10535,10591.9
180,GA,10535,10580.3
181,GA,10475,10556.0
182,GA,10455,10561.4
183,GA,10455,10496.2
184,GA,10435,10480.5
185,GA,10375,10467.5
186,GA,10375,10446.7
187,GA,10375,10403.3
188,GA,10375,10395.3
189,GA,10375,10398.3
190,GA,10375,10403.2
191,GA,10365,10394.9
192,GA,10295,10403.4
193,GA,10295,10381.3
194,GA,10285,10334.5
195,GA,10285,10323.2
196,GA,10285,10316.1
197,GA,10285,10305.6
198,GA,10285,10310.4
199,GA,10275,10310.0
200,GA,10205,10309.9
201,GA,10195,10289.6
202,GA,10175,10231.6
203,GA,10175,10219.8
204,GA,10175,10199.4
205,GA,10145,10204.1
206,GA,10145,10193.2
207,GA,10145,10170.8
208,GA,10145,10160.9
209,GA,10125,10172.0
210,GA,10125,10168.4
211,GA,10125,10162.2
212,GA,10125,10149.0
213,GA,10105,10141.7
214,GA,10105,10153.1
215,GA,10075,10136.3
216,GA,10075,10131.7
217,GA,10075,10091.6
218,GA,10075,10101.0
219,GA,10075,10103.4
220,GA,10075,10101.1
221,GA,10075,10097.5
