iterasi,method,best,avg
0,GA,14795,17019.3
1,GA,12205,14272.3
2,GA,10660,11905.55
3,GA,9625,10757.5
4,GA,9000,9591.05
5,GA,8620,9039.1
6,GA,8225,8756.45
7,GA,8160,8489.7
8,GA,7880,8388.45
9,GA,7725,8087.15
10,GA,7570,7942.15
11,GA,7480,7810.45
12,GA,7345,7715.35
13,GA,7335,7612.35
14,GA,7135,7487.1
15,GA,7020,7388.8
16,GA,6850,7243.7
17,GA,6760,7136.05
18,GA,6750,7048.85
19,GA,6665,6979.5
20,GA,6560,6868.7
21,GA,6520,6791.25
22,GA,6415,6698.35
23,GA,6355,6619.8
24,GA,6205,6469.85
25,GA,6145,6384.85
26,GA,6110,6283.4
27,GA,6000,6253.6
28,GA,5910,6150.85
29,GA,5850,6061.95
30,GA,5715,5989.95
31,GA,5675,5934.2
32,GA,5610,5816.65
33,GA,5595,5755.65
34,GA,5545,5739.0
35,GA,5445,5695.55
36,GA,5375,5646.2
37,GA,5365,5559.55
38,GA,5310,5527.8
39,GA,5220,5412.05
40,GA,5120,5354.2
41,GA,4820,5258.4
42,GA,4720,5153.85
43,GA,4680,4887.4
44,GA,4600,4782.9
45,GA,4575,4746.7
46,GA,4465,4677.85
47,GA,4430,4583.7
48,GA,4410,4555.15
49,GA,4340,4518.2
50,GA,4340,4467.2
51,GA,4280,4415.55
52,GA,4220,4390.9
53,GA,4210,4332.2
54,GA,4120,4307.5
55,GA,4115,4266.9
56,GA,4100,4219.0
57,GA,4030,4191.9
58,GA,3930,4129.1
59,GA,3880,4049.3
60,GA,3875,3988.1
61,GA,3860,3964.45
62,GA,3770,3943.2
63,GA,3715,3899.75
64,GA,3685,3830.55
65,GA,3620,3776.1
66,GA,3595,3734.6
67,GA,3580,3692.4
68,GA,3555,3656.1
69,GA,3455,3635.3
70,GA,3450,3598.65
71,GA,3430,3525.05
72,GA,3425,3513.35
73,GA,3405,3499.45
74,GA,3390,3487.45
75,GA,3385,3482.1
76,GA,3370,3445.1
77,GA,3355,3447.05
78,GA,3350,3435.85
79,GA,3335,3421.25
80,GA,3335,3432.15
81,GA,3325,3417.95
82,GA,3275,3394.55
83,GA,3265,3379.1
84,GA,3250,3351.5
85,GA,3230,3335.25
86,GA,3225,3319.05
87,GA,3220,3304.3
88,GA,3205,3293.9
89,GA,3185,3294.35
90,GA,3185,3280.75
91,GA,3185,3249.7
92,GA,3185,3258.35
93,GA,3185,3265.55
94,GA,3165,3254.5
95,GA,3140,3249.45
96,GA,3120,3244.85
97,GA,3100,3209.95
98,GA,3075,3173.6
99,GA,3055,3171.35
100,GA,3030,3141.4
101,GA,3030,3120.85
102,GA,3025,3106.3
103,GA,3015,3083.5
104,GA,3015,3097.0
105,GA,3015,3096.45
106,GA,3005,3076.1
107,GA,2995,3082.5
108,GA,2995,3072.4
109,GA,2985,3063.55
110,GA,2975,3068.75
111,GA,2960,3063.05
112,GA,2955,3048.3
113,GA,2930,3030.85
114,GA,2910,3014.0
115,GA,2910,2994.3
116,GA,2890,2987.15
117,GA,2890,2974.8
118,GA,2880,2960.3
119,GA,2840,2960.1
120,GA,2835,2938.45
121,GA,2835,2910.95
122,GA,2830,2912.3
123,GA,2830,2912.8
124,GA,2825,2903.15
125,GA,2825,2893.95
126,GA,2820,2887.45
127,GA,2810,2891.75
128,GA,2805,2894.35
129,GA,2785,2889.45
130,GA,2785,2889.4
131,GA,2785,2874.95
