iterasi,method,best,avg
0,GA,14385,17233.4
1,GA,11885,13909.3
2,GA,10385,11337.95
3,GA,9380,10082.4
4,GA,8995,9447.8
5,GA,8515,8983.3
6,GA,8110,8617.95
7,GA,7930,8246.35
8,GA,7790,8090.55
9,GA,7620,7908.05
10,GA,7415,7802.8
11,GA,7310,7643.0
12,GA,7050,7470.25
13,GA,7015,7303.3
14,GA,6870,7135.75
15,GA,6675,7014.85
16,GA,6645,6909.5
17,GA,6335,6781.1
18,GA,6335,6655.55
19,GA,6280,6499.25
20,GWO,6195,6416.4
20,GWO,6185,6402.1
20,GWO,6185,6388.75
20,GWO,6185,6377.2
20,GWO,6105,6361.1
20,GWO,6105,6353.7
20,GWO,6065,6343.9
20,GWO,6065,6337.5
20,GWO,6065,6332.7
20,GWO,6065,6328.05
20,GWO,6065,6323.2
20,GWO,6065,6319.25
20,GWO,6065,6315.6
20,GWO,6065,6312.6
20,GWO,6015,6307.95
20,GWO,6015,6302.7
20,GWO,6015,6299.4
20,GWO,6015,6294.05
20,GWO,6015,6290.05
20,GWO,6015,6287.4
20,GA,6015,6287.4
21,GA,5935,6207.5
22,GA,5810,6106.4
23,GA,5760,6009.25
24,GA,5490,5853.15
25,GA,5370,5656.55
26,GA,5270,5497.9
27,GA,5150,5374.1
28,GA,5090,5274.45
29,GA,4965,5198.65
30,GA,4895,5125.75
31,GA,4805,5048.3
32,GA,4690,4968.65
33,GA,4635,4883.1
34,GA,4535,4760.25
35,GA,4525,4672.6
36,GA,4495,4612.25
37,GA,4495,4595.2
38,GA,4400,4595.35
39,GA,4365,4572.75
40,GWO,4375,4502.65
40,GWO,4355,4496.45
40,GWO,4355,4490.6
40,GWO,4310,4484.0
40,GWO,4310,4480.1
40,GWO,4310,4477.05
40,GWO,4310,4474.6
40,GWO,4310,4472.25
40,GWO,4310,4469.85
40,GWO,4310,4468.1
40,GWO,4310,4465.5
40,GWO,4310,4463.75
40,GWO,4305,4462.25
40,GWO,4275,4459.7
40,GWO,4275,4459.25
40,GWO,4275,4457.7
40,GWO,4275,4456.45
40,GWO,4275,4455.25
40,GWO,4275,4453.55
40,GWO,4275,4453.2
40,GA,4275,4453.2
41,GA,4225,4408.45
42,GA,4095,4330.25
43,GA,4015,4227.4
44,GA,3975,4149.9
45,GA,3900,4093.8
46,GA,3895,4047.45
47,GA,3820,3998.35
48,GA,3770,3963.6
49,GA,3720,3885.55
50,GA,3700,3846.6
51,GA,3680,3799.9
52,GA,3660,3786.45
53,GA,3630,3749.3
54,GA,3550,3730.25
