iterasi,method,best,avg
0,GA,14780,17143.675
1,GA,11930,14502.275
2,GA,10210,12458.05
3,GA,9580,11269.8
4,GA,9330,9880.325
5,GA,8960,9493.75
6,GA,8675,9202.3
7,GA,8470,8911.175
8,GA,8270,8702.125
9,GA,8045,8537.325
10,GA,7930,8359.0
11,GA,7785,8143.625
12,GA,7635,8032.2
13,GA,7585,7901.625
14,GA,7490,7794.975
15,GA,7245,7682.975
16,GA,7210,7529.525
17,GA,6960,7397.6
18,GA,6730,7210.9
19,GA,6700,7067.85
20,GA,6530,6917.675
21,GA,6370,6786.125
22,GA,6290,6627.55
23,GA,6165,6469.925
24,GA,6055,6368.725
25,GA,5960,6241.025
26,GA,5730,6149.1
27,GA,5630,6015.5
28,GA,5560,5819.775
29,GA,5360,5695.55
30,GA,5165,5557.0
31,GA,5055,5458.0
32,GA,4955,5285.1
33,GA,4885,5152.1
34,GA,4730,5034.9
35,GA,4650,4942.175
36,GA,4540,4837.1
37,GA,4500,4724.025
38,GA,4415,4629.275
39,GA,4385,4578.25
40,GA,4225,4490.65
41,GA,4155,4404.125
42,GA,4135,4328.8
43,GA,4075,4253.45
44,GA,3935,4202.15
45,GA,3930,4142.9
46,GA,3835,4054.675
47,GA,3830,3996.85
48,GA,3730,3930.625
49,GA,3710,3864.275
50,GA,3610,3804.225
51,GA,3590,3757.125
52,GA,3510,3680.625
53,GA,3480,3618.65
54,GA,3380,3558.575
55,GA,3355,3530.6
56,GA,3315,3459.3
57,GA,3300,3417.025
58,GA,3275,3400.6
59,GA,3225,3381.05
60,GA,3220,3344.85
61,GA,3205,3301.5
62,GA,3195,3292.7
63,GA,3175,3267.175
64,GA,3095,3256.45
65,GA,3090,3233.375
66,GA,3065,3186.125
67,GA,3065,3157.975
68,GA,3040,3147.575
69,GA,3040,3142.525
70,GA,3015,3132.325
71,GA,3005,3109.425
72,GA,2985,3088.875
73,GA,2965,3074.575
74,GA,2960,3051.075
75,GA,2945,3033.2
76,GA,2925,3037.05
77,GA,2905,3012.0
78,GA,2885,3001.2
79,GA,2865,2983.7
80,GA,2860,2963.375
81,GA,2860,2944.25
82,GA,2840,2936.875
83,GA,2830,2928.125
84,GA,2820,2920.5
85,GA,2790,2911.85
86,GA,2785,2889.825
87,GA,2770,2870.95
88,GA,2765,2859.025
89,GA,2755,2849.775
90,GA,2730,2828.3
91,GA,2705,2809.1
92,GA,2690,2790.6
93,GA,2670,2782.475
94,GA,2660,2757.325
95,GA,2645,2750.675
96,GA,2630,2729.15
97,GA,2615,2703.9
98,GA,2595,2688.35
99,GA,2585,2687.75
100,GA,2565,2671.85
101,GA,2560,2659.85
102,GA,2545,2643.05
103,GA,2540,2629.975
104,GA,2535,2623.175
105,GA,2530,2611.2
106,GA,2525,2608.475
107,GA,2505,2595.35
108,GA,2495,2597.225
109,GA,2490,2577.625
110,GA,2470,2568.375
111,GA,2455,2554.4
112,GA,2455,2551.475
113,GA,2450,2529.175
114,GA,2445,2525.25
115,GA,2425,2525.25
116,GA,2400,2513.775
117,GA,2395,2493.35
118,GA,2370,2475.65
119,GA,2365,2466.25
120,GA,2335,2450.85
121,GA,2325,2417.025
122,GA,2320,2400.775
123,GA,2300,2398.95
124,GA,2285,2386.1
125,GA,2275,2368.3
126,GA,2265,2352.675
127,GA,2250,2352.125
128,GA,2235,2332.25
129,GA,2215,2321.2
130,GA,2195,2307.05
131,GA,2180,2277.775
132,GA,2150,2263.35
133,GA,2130,2252.6
134,GA,2130,2224.625
135,GA,2130,2204.325
136,GA,2120,2201.4
137,GA,2110,2208.75
138,GA,2095,2209.025
