iterasi,method,best,avg
0,GA,14275,16698.625
1,GA,11660,13883.925
2,GA,10450,11639.3
3,GA,9460,10312.8
4,GA,9105,9672.775
5,GA,8760,9212.875
6,GA,8460,8891.925
7,GA,8300,8695.05
8,GA,8210,8591.925
9,GA,8070,8390.8
10,GA,7885,8220.725
11,GA,7685,8047.5
12,GA,7575,7883.775
13,GA,7290,7733.55
14,GA,7185,7487.875
15,GA,6990,7336.875
16,GA,6750,7179.975
17,GA,6665,6977.975
18,GA,6515,6808.175
19,GA,6415,6687.0
20,GWO,6245,6532.65
20,GWO,6220,6518.125
20,GWO,6185,6506.225
20,GWO,6165,6494.8
20,GWO,6165,6486.675
20,GWO,6165,6479.325
20,GWO,6165,6474.55
20,GWO,6165,6468.55
20,GWO,6155,6462.65
20,GWO,6050,6455.575
20,GWO,6050,6450.25
20,GWO,6050,6444.4
20,GWO,6050,6439.075
20,GWO,6050,6432.4
20,GWO,6050,6427.7
20,GWO,6050,6424.175
20,GWO,6050,6420.875
20,GWO,6050,6415.9
20,GWO,6050,6411.225
20,GWO,6050,6407.2
20,GA,6050,6407.2
21,GA,5945,6237.775
22,GA,5825,6115.575
23,GA,5660,5952.425
24,GA,5590,5807.675
25,GA,5500,5714.225
26,GA,5370,5631.85
27,GA,5260,5536.025
28,GA,5155,5395.55
29,GA,5125,5339.075
30,GA,5045,5242.375
31,GA,4975,5194.575
32,GA,4835,5101.85
33,GA,4795,4978.225
34,GA,4710,4895.925
35,GA,4660,4823.025
36,GA,4585,4792.05
37,GA,4500,4722.45
38,GA,4440,4634.575
39,GA,4375,4562.375
40,GWO,4235,4475.25
40,GWO,4235,4468.925
40,GWO,4235,4463.625
40,GWO,4235,4458.4
40,GWO,4235,4456.95
40,GWO,4235,4453.775
40,GWO,4235,4449.325
40,GWO,4235,4444.8
40,GWO,4235,4441.775
40,GWO,4190,4438.5
40,GWO,4190,4435.775
40,GWO,4190,4431.75
40,GWO,4190,4428.325
40,GWO,4190,4425.55
40,GWO,4190,4422.675
40,GWO,4190,4420.6
40,GWO,4190,4417.825
40,GWO,4190,4415.625
40,GWO,4190,4412.9
40,GWO,4180,4410.575
40,GA,4180,4410.575
41,GA,4075,4285.6
42,GA,4015,4229.825
43,GA,3870,4139.825
44,GA,3865,4037.75
45,GA,3850,3962.275
46,GA,3785,3945.4
47,GA,3730,3918.15
48,GA,3705,3842.075
49,GA,3665,3797.15
50,GA,3535,3754.025
51,GA,3500,3657.575
52,GA,3490,3597.625
53,GA,3440,3582.05
54,GA,3380,3552.575
55,GA,3305,3493.45
56,GA,3235,3398.5
57,GA,3210,3319.925
58,GA,3205,3294.125
59,GA,3180,3278.075
60,GWO,3160,3259.875
60,GWO,3160,3255.7
60,GWO,3160,3253.475
60,GWO,3160,3249.25
60,GWO,3160,3248.325
60,GWO,3160,3247.275
60,GWO,3160,3245.875
60,GWO,3160,3244.0
60,GWO,3160,3243.0
60,GWO,3160,3241.8
60,GWO,3160,3240.825
60,GWO,3160,3240.225
60,GWO,3160,3238.825
60,GWO,3160,3237.525
60,GWO,3160,3237.375
60,GWO,3160,3237.25
60,GWO,3160,3236.95
60,GWO,3160,3236.425
60,GWO,3160,3235.35
60,GWO,3160,3234.65
60,GA,3160,3234.65
61,GA,3130,3236.6
62,GA,3110,3205.225
63,GA,3085,3180.05
64,GA,3065,3158.7
65,GA,3040,3146.05
66,GA,3025,3121.575
67,GA,3020,3098.625
68,GA,3015,3095.45
69,GA,2995,3101.2
70,GA,2970,3087.625
71,GA,2950,3052.725
72,GA,2930,3022.575
73,GA,2910,3005.55
74,GA,2900,2999.95
75,GA,2885,2968.95
76,GA,2860,2967.9
77,GA,2840,2939.725
78,GA,2835,2936.025
79,GA,2830,2906.4
80,GWO,2820,2909.35
80,GWO,2810,2905.075
80,GWO,2810,2900.825
80,GWO,2810,2896.75
80,GWO,2810,2893.9
80,GWO,2810,2890.525
80,GWO,2810,2889.975
80,GWO,2810,2889.0
80,GWO,2810,2887.025
80,GWO,2810,2886.425
80,GWO,2805,2885.575
80,GWO,2805,2885.525
80,GWO,2805,2885.5
80,GWO,2805,2884.625
80,GWO,2805,2883.25
80,GWO,2805,2882.85
80,GWO,2805,2882.175
80,GWO,2805,2882.025
80,GWO,2805,2881.55
80,GWO,2805,2880.95
80,GA,2805,2880.95
81,GA,2795,2889.025
82,GA,2755,2869.4
83,GA,2735,2856.225
84,GA,2715,2806.45
85,GA,2710,2801.1
86,GA,2695,2782.7
87,GA,2690,2771.55
88,GA,2685,2762.175
89,GA,2645,2761.4
90,GA,2615,2736.775
91,GA,2615,2705.05
92,GA,2615,2691.675
93,GA,2610,2685.0
94,GA,2595,2687.325
95,GA,2590,2668.7
96,GA,2590,2662.2
97,GA,2560,2663.125
98,GA,2540,2643.725
99,GA,2535,2629.25
100,GWO,2520,2599.55
100,GWO,2520,2596.325
100,GWO,2520,2594.725
100,GWO,2510,2592.975
100,GWO,2510,2592.275
100,GWO,2510,2590.175
100,GWO,2510,2589.425
100,GWO,2510,2589.025
100,GWO,2510,2588.375
100,GWO,2510,2588.3
100,GWO,2510,2588.25
100,GWO,2510,2587.45
100,GWO,2510,2587.025
100,GWO,2510,2586.9
100,GWO,2510,2586.2
100,GWO,2510,2585.65
100,GWO,2510,2585.05
100,GWO,2510,2584.65
100,GWO,2510,2584.1
100,GWO,2510,2583.325
100,GA,2510,2583.325
101,GA,2495,2595.2
102,GA,2475,2580.55
103,GA,2460,2552.825
104,GA,2440,2532.15
